A0JP70	XM_022463201.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469020.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022469024.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022469017.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022466455.1
Q8WZ42	XM_022469621.1
