Q92614	Q92614.3	CGI_10018765	0.0
Q92616	Q92616.6	CGI_10022112	0.0
Q92616	Q92616.6	CGI_10022113	4e-125
Q92620	Q92620.2	CGI_10011572	0.0
Q92620	Q92620.2	CGI_10011573	8e-172
Q92621	Q92621.3	CGI_10026576	0.0
Q92622	Q92622.4	CGI_10009286	2e-57
Q92623	Q92623.3	CGI_10006121	4e-23
Q92624	Q92624.2	CGI_10025323	9e-23
Q92625	Q92625.4	CGI_10012881	1e-23
Q92625	Q92625.4	CGI_10017703	7e-14
Q92625	Q92625.4	CGI_10027698	2e-44
Q92626	Q92626.2	CGI_10005869	1e-09
Q92626	Q92626.2	CGI_10014927	2e-87
Q92626	Q92626.2	CGI_10021734	9e-66
Q92628	Q92628.5	CGI_10011359	8e-13
Q92630	Q92630.3	CGI_10020062	0.0
Q92636	Q92636.2	CGI_10002515	0.0
Q92685	Q92685.1	CGI_10013806	2e-134
Q92733	Q92733.1	CGI_10002111	2e-17
Q92733	Q92733.1	CGI_10010102	1e-30
Q92734	Q92734.2	CGI_10009756	5e-60
Q92752	Q92752.3	CGI_10004995	1e-10
Q92752	Q92752.3	CGI_10006673	2e-43
Q92752	Q92752.3	CGI_10006674	1e-37
Q92752	Q92752.3	CGI_10006675	4e-45
Q92753	Q92753.3	CGI_10010606	8e-26
Q92759	Q92759.1	CGI_10005889	3e-130
Q92771	Q92771.3	CGI_10015324	0.0
Q92781	Q92781.1	CGI_10024809	3e-48
Q92785	Q92785.2	CGI_10006217	2e-70
Q92785	Q92785.2	CGI_10020364	2e-25
Q92793	Q92793.3	CGI_10018916	0.0
Q92805	Q92805.3	CGI_10024435	4e-57
Q92823	Q92823.3	CGI_10017296	5e-14
Q92824	Q92824.4	CGI_10004590	4e-34
Q92824	Q92824.4	CGI_10019653	7e-169
Q92824	Q92824.4	CGI_10020353	1e-30
Q92831	Q92831.3	CGI_10009485	0.0
Q92832	Q92832.4	CGI_10008689	1e-90
Q92847	Q92847.1	CGI_10009331	6e-15
Q92847	Q92847.1	CGI_10011275	6e-11
Q92851	Q92851.3	CGI_10003351	1e-16
Q92851	Q92851.3	CGI_10014689	1e-07
Q92851	Q92851.3	CGI_10016260	3e-08
Q92870	Q92870.3	CGI_10027771	5e-93
Q92878	Q92878.1	CGI_10023763	6e-112
Q92887	Q92887.3	CGI_10009655	9e-09
Q92887	Q92887.3	CGI_10022348	5e-153
Q92889	Q92889.3	CGI_10014571	0.0
Q92890	Q92890.3	CGI_10023237	1e-107
Q92963	Q92963.1	CGI_10002761	2e-24
Q92968	Q92968.2	CGI_10015570	5e-71
Q92973	Q92973.2	CGI_10021962	0.0
Q92UV9	Q92UV9.1	CGI_10002277	0.0
Q93008	Q93008.3	CGI_10004932	0.0
Q93034	Q93034.4	CGI_10001200	0.0
Q93050	Q93050.3	CGI_10016820	1e-81
Q93075	Q93075.2	CGI_10006819	9e-15
Q93075	Q93075.2	CGI_10008670	2e-11
Q93075	Q93075.2	CGI_10009598	2e-13
Q93075	Q93075.2	CGI_10010120	5e-10
Q93075	Q93075.2	CGI_10010289	1e-16
Q93075	Q93075.2	CGI_10010536	5e-08
Q93075	Q93075.2	CGI_10011473	9e-23
Q93075	Q93075.2	CGI_10012259	2e-38
Q93075	Q93075.2	CGI_10019592	1e-16
Q93075	Q93075.2	CGI_10025211	1e-67
Q93098	Q93098.3	CGI_10010854	4e-100
Q93099	Q93099.2	CGI_10011918	0.0
Q93104	Q93104.1	CGI_10020241	1e-07
Q93109	Q93109.1	CGI_10004866	7e-10
Q93113	Q93113.1	CGI_10008272	1e-50
Q93113	Q93113.1	CGI_10019201	2e-06
Q93127	Q93127.1	CGI_10027100	3e-94
Q93127	Q93127.1	CGI_10028759	5e-10
Q93129	Q93129.1	CGI_10021674	0.0
Q93149	Q93149.1	CGI_10000478	3e-25
Q93212	Q93212.3	CGI_10012545	3e-23
Q93356	Q93356.2	CGI_10016179	3e-09
Q939N5	Q939N5.1	CGI_10020439	9e-06
Q93RV9	Q93RV9.2	CGI_10000472	3e-14
Q93RV9	Q93RV9.2	CGI_10003802	4e-08
Q93XW5	Q93XW5.1	CGI_10024803	3e-63
Q93YS4	Q93YS4.1	CGI_10013010	1e-118
Q93YS4	Q93YS4.1	CGI_10027693	1e-97
Q94045	Q94045.1	CGI_10015603	1e-06
Q94126	Q94126.1	CGI_10001573	6e-06
Q94126	Q94126.1	CGI_10006132	5e-06
Q94126	Q94126.1	CGI_10015382	8e-18
Q94126	Q94126.1	CGI_10016732	8e-18
Q94126	Q94126.1	CGI_10024700	2e-10
Q941X2	Q941X2.1	CGI_10007881	2e-13
Q94519	Q94519.1	CGI_10025621	1e-25
Q94650	Q94650.3	CGI_10003554	3e-43
Q94650	Q94650.3	CGI_10015823	2e-16
Q94887	Q94887.2	CGI_10021955	0.0
Q949R4	Q949R4.1	CGI_10028752	3e-42
Q949X7	Q949X7.1	CGI_10027875	7e-52
Q94BZ1	Q94BZ1.1	CGI_10010913	2e-20
Q95029	Q95029.2	CGI_10009230	1e-68
Q95044	Q95044.1	CGI_10006045	6e-79
Q95114	Q95114.2	CGI_10016849	1e-17
Q95116	Q95116.2	CGI_10012074	4e-13
Q95116	Q95116.2	CGI_10012341	3e-17
Q95218	Q95218.2	CGI_10011852	1e-46
Q95221	Q95221.1	CGI_10012579	8e-41
Q95230	Q95230.1	CGI_10005609	3e-33
Q95254	Q95254.1	CGI_10000319	1e-11
Q95254	Q95254.1	CGI_10028234	9e-13
Q95327	Q95327.1	CGI_10024345	1e-38
Q95332	Q95332.3	CGI_10014544	3e-08
Q95334	Q95334.1	CGI_10007971	2e-17
Q95J53	Q95J53.1	CGI_10014007	2e-85
Q95JH0	Q95JH0.1	CGI_10008871	2e-50
Q95JJ0	Q95JJ0.2	CGI_10028316	4e-45
Q95JN5	Q95JN5.2	CGI_10014108	8e-13
Q95JT3	Q95JT3.1	CGI_10017515	1e-70
Q95JT3	Q95JT3.1	CGI_10017516	2e-18
Q95JW3	Q95JW3.1	CGI_10008687	1e-57
Q95JY5	Q95JY5.2	CGI_10017842	2e-31
Q95K73	Q95K73.1	CGI_10007566	2e-91
Q95K79	Q95K79.1	CGI_10006551	0.0
Q95KB4	Q95KB4.1	CGI_10028063	6e-68
Q95KD9	Q95KD9.1	CGI_10025325	2e-92
Q95KD9	Q95KD9.1	CGI_10025902	1e-10
Q95KE5	Q95KE5.2	CGI_10006318	8e-29
Q95KI5	Q95KI5.1	CGI_10003390	3e-43
Q95L11	Q95L11.1	CGI_10023248	4e-56
Q95LD9	Q95LD9.1	CGI_10012885	2e-99
Q95LH1	Q95LH1.1	CGI_10025253	1e-07
Q95LI2	Q95LI2.2	CGI_10016810	1e-06
Q95LR0	Q95LR0.2	CGI_10011943	5e-99
Q95LS7	Q95LS7.1	CGI_10024168	4e-86
Q95LU3	Q95LU3.1	CGI_10027271	6e-52
Q95M17	Q95M17.1	CGI_10022102	3e-83
Q95M17	Q95M17.1	CGI_10026603	3e-130
Q95NI4	Q95NI4.3	CGI_10005269	9e-21
Q95NQ0	Q95NQ0.1	CGI_10025895	3e-09
Q95NR9	Q95NR9.3	CGI_10011301	4e-82
Q95NR9	Q95NR9.3	CGI_10027457	1e-82
Q95NT6	Q95NT6.1	CGI_10001367	6e-10
Q95NT6	Q95NT6.1	CGI_10021040	4e-18
Q95PA1	Q95PA1.1	CGI_10004839	4e-20
Q95R48	Q95R48.2	CGI_10015172	3e-52
Q95R48	Q95R48.2	CGI_10024043	4e-96
Q95SP2	Q95SP2.1	CGI_10016907	5e-07
Q95SS8	Q95SS8.1	CGI_10010826	1e-12
Q95SX7	Q95SX7.1	CGI_10004439	1e-06
Q95SX7	Q95SX7.1	CGI_10019927	2e-07
Q95SX7	Q95SX7.1	CGI_10021041	7e-07
Q95V84	Q95V84.1	CGI_10003923	2e-25
Q95VY2	Q95VY2.1	CGI_10011187	2e-25
Q95WA4	Q95WA4.1	CGI_10002917	7e-11
Q95WA4	Q95WA4.1	CGI_10011344	5e-11
Q95WA4	Q95WA4.1	CGI_10023707	1e-12
Q95XG9	Q95XG9.2	CGI_10006364	2e-06
Q95YI5	Q95YI5.2	CGI_10028207	4e-112
Q95YJ5	Q95YJ5.1	CGI_10014958	0.0
Q95YM8	Q95YM8.1	CGI_10003664	1e-22
Q95ZJ1	Q95ZJ1.2	CGI_10000785	7e-47
Q95ZJ1	Q95ZJ1.2	CGI_10004334	3e-119
Q95ZJ1	Q95ZJ1.2	CGI_10004335	3e-138
Q95ZJ1	Q95ZJ1.2	CGI_10004614	7e-92
Q95ZJ1	Q95ZJ1.2	CGI_10005491	4e-79
Q95ZJ1	Q95ZJ1.2	CGI_10013428	0.0
Q95ZJ1	Q95ZJ1.2	CGI_10016069	3e-156
Q95ZJ1	Q95ZJ1.2	CGI_10020020	9e-71
Q95ZJ1	Q95ZJ1.2	CGI_10020023	6e-52
Q95ZJ1	Q95ZJ1.2	CGI_10020025	4e-49
Q95ZJ1	Q95ZJ1.2	CGI_10020547	1e-45
Q961D9	Q961D9.1	CGI_10014975	7e-09
Q962X9	Q962X9.1	CGI_10002253	4e-102
Q963B6	Q963B6.1	CGI_10004724	1e-85
Q964E0	Q964E0.1	CGI_10007296	0.0
Q964E1	Q964E1.1	CGI_10022732	0.0
Q964E3	Q964E3.1	CGI_10000602	1e-74
Q966R0	Q966R0.1	CGI_10001377	4e-06
Q967D7	Q967D7.2	CGI_10004891	1e-06
Q967D7	Q967D7.2	CGI_10008496	3e-97
Q967F4	Q967F4.1	CGI_10014372	7e-175
Q969F9	Q969F9.1	CGI_10012246	3e-14
Q969G3	Q969G3.2	CGI_10003516	1e-80
Q969G6	Q969G6.2	CGI_10021288	1e-65
Q969J3	Q969J3.1	CGI_10026572	2e-33
Q969N2	Q969N2.1	CGI_10007197	3e-155
Q969Q5	Q969Q5.1	CGI_10018594	2e-22
Q969R8	Q969R8.1	CGI_10004969	3e-123
Q969S3	Q969S3.1	CGI_10003069	3e-56
Q969S8	Q969S8.1	CGI_10002836	4e-45
Q969T9	Q969T9.1	CGI_10019166	6e-53
Q969U6	Q969U6.1	CGI_10007876	3e-07
Q969V4	Q969V4.1	CGI_10027835	1e-141
Q969V5	Q969V5.1	CGI_10007125	8e-53
Q969V5	Q969V5.1	CGI_10025555	8e-53
Q969X5	Q969X5.1	CGI_10009531	6e-122
Q969X6	Q969X6.1	CGI_10020714	4e-116
Q96A44	Q96A44.1	CGI_10014045	5e-47
Q96A49	Q96A49.1	CGI_10017279	2e-69
Q96A56	Q96A56.1	CGI_10022898	4e-17
Q96A65	Q96A65.1	CGI_10004142	0.0
Q96A72	Q96A72.1	CGI_10020782	5e-90
Q96AB6	Q96AB6.3	CGI_10021853	6e-43
Q96AC1	Q96AC1.1	CGI_10011808	0.0
Q96AE7	Q96AE7.1	CGI_10018482	1e-11
Q96AE7	Q96AE7.1	CGI_10026556	4e-153
Q96AJ9	Q96AJ9.2	CGI_10003626	1e-55
Q96AQ1	Q96AQ1.1	CGI_10024528	7e-20
Q96AX9	Q96AX9.3	CGI_10015482	8e-09
Q96AX9	Q96AX9.3	CGI_10026441	2e-100
Q96AX9	Q96AX9.3	CGI_10027065	8e-08
Q96AY3	Q96AY3.1	CGI_10021133	4e-10
Q96AY4	Q96AY4.4	CGI_10002893	4e-27
Q96AY4	Q96AY4.4	CGI_10011649	2e-13
Q96AY4	Q96AY4.4	CGI_10025068	0.0
Q96B01	Q96B01.1	CGI_10017006	2e-12
Q96B26	Q96B26.1	CGI_10012200	8e-95
Q96B67	Q96B67.1	CGI_10005721	6e-50
Q96B67	Q96B67.1	CGI_10009054	6e-94
Q96B67	Q96B67.1	CGI_10018307	1e-25
Q96BA8	Q96BA8.1	CGI_10028896	8e-38
Q96BD0	Q96BD0.2	CGI_10009987	2e-13
Q96BD8	Q96BD8.1	CGI_10020674	2e-32
Q96BJ3	Q96BJ3.1	CGI_10027915	1e-49
Q96BM9	Q96BM9.1	CGI_10016837	1e-122
Q96BR1	Q96BR1.1	CGI_10024838	0.0
Q96BR5	Q96BR5.2	CGI_10020319	3e-19
Q96BY7	Q96BY7.5	CGI_10022068	4e-130
Q96BY7	Q96BY7.5	CGI_10022070	3e-94
Q96BY9	Q96BY9.1	CGI_10019254	2e-52
Q96BZ8	Q96BZ8.1	CGI_10025717	5e-19
Q96C12	Q96C12.2	CGI_10026338	1e-08
Q96C23	Q96C23.1	CGI_10003305	1e-51
Q96C28	Q96C28.2	CGI_10010460	1e-15
Q96C28	Q96C28.2	CGI_10010461	3e-15
Q96C34	Q96C34.3	CGI_10022478	1e-122
Q96C86	Q96C86.2	CGI_10023368	2e-89
Q96CD2	Q96CD2.2	CGI_10010831	1e-68
Q96CN5	Q96CN5.1	CGI_10011155	8e-150
Q96CN9	Q96CN9.1	CGI_10017859	6e-119
Q96CS7	Q96CS7.1	CGI_10026485	5e-06
Q96CX2	Q96CX2.1	CGI_10024288	8e-67
Q96D21	Q96D21.1	CGI_10016697	1e-33
Q96D70	Q96D70.3	CGI_10010687	3e-06
Q96DA2	Q96DA2.1	CGI_10016388	1e-82
Q96DB5	Q96DB5.1	CGI_10011749	9e-82
Q96DR7	Q96DR7.4	CGI_10015828	8e-113
Q96DT5	Q96DT5.3	CGI_10007329	5e-133
Q96DY2	Q96DY2.2	CGI_10008296	2e-59
Q96EQ0	Q96EQ0.1	CGI_10009974	1e-48
Q96EQ9	Q96EQ9.2	CGI_10013102	2e-139
Q96EQ9	Q96EQ9.2	CGI_10016009	1e-19
Q96ES6	Q96ES6.1	CGI_10005724	5e-67
Q96EV8	Q96EV8.1	CGI_10018751	7e-18
Q96EZ8	Q96EZ8.1	CGI_10014152	5e-162
Q96F25	Q96F25.1	CGI_10014464	4e-47
Q96F63	Q96F63.1	CGI_10026185	1e-19
Q96FB5	Q96FB5.2	CGI_10021141	1e-45
Q96FC7	Q96FC7.3	CGI_10028244	1e-24
Q96FG2	Q96FG2.2	CGI_10016681	1e-07
Q96FG2	Q96FG2.2	CGI_10016682	1e-42
Q96FN9	Q96FN9.1	CGI_10013980	9e-61
Q96FT7	Q96FT7.2	CGI_10013517	1e-20
Q96FV2	Q96FV2.3	CGI_10024742	4e-110
Q96FW1	Q96FW1.2	CGI_10013705	9e-95
Q96G03	Q96G03.4	CGI_10028384	0.0
Q96G46	Q96G46.2	CGI_10000191	3e-58
Q96G74	Q96G74.1	CGI_10025044	1e-06
Q96GA7	Q96GA7.1	CGI_10008601	2e-09
Q96GA7	Q96GA7.1	CGI_10008602	5e-46
Q96GD3	Q96GD3.1	CGI_10028440	2e-149
Q96GM8	Q96GM8.1	CGI_10027973	2e-79
Q96GP6	Q96GP6.4	CGI_10000884	4e-35
Q96GP6	Q96GP6.4	CGI_10000990	1e-12
Q96GP6	Q96GP6.4	CGI_10001066	2e-40
Q96GP6	Q96GP6.4	CGI_10002290	2e-34
Q96GP6	Q96GP6.4	CGI_10003471	1e-11
Q96GP6	Q96GP6.4	CGI_10004172	3e-18
Q96GP6	Q96GP6.4	CGI_10005905	5e-20
Q96GP6	Q96GP6.4	CGI_10007574	2e-10
Q96GP6	Q96GP6.4	CGI_10008130	6e-14
Q96GP6	Q96GP6.4	CGI_10009898	4e-17
Q96GP6	Q96GP6.4	CGI_10011791	8e-06
Q96GP6	Q96GP6.4	CGI_10015038	6e-07
Q96GP6	Q96GP6.4	CGI_10015039	1e-08
Q96GP6	Q96GP6.4	CGI_10020615	4e-08
Q96GP6	Q96GP6.4	CGI_10021354	8e-23
Q96GP6	Q96GP6.4	CGI_10021996	7e-34
Q96GP6	Q96GP6.4	CGI_10022368	6e-32
Q96GP6	Q96GP6.4	CGI_10025986	9e-14
Q96GP6	Q96GP6.4	CGI_10026194	1e-30
Q96GP6	Q96GP6.4	CGI_10026761	3e-16
Q96GP6	Q96GP6.4	CGI_10027492	1e-40
Q96GQ5	Q96GQ5.2	CGI_10024468	9e-103
Q96GQ7	Q96GQ7.2	CGI_10004263	0.0
Q96GS4	Q96GS4.2	CGI_10018825	2e-12
Q96GW7	Q96GW7.2	CGI_10018556	8e-13
Q96GW9	Q96GW9.2	CGI_10013647	7e-100
Q96GW9	Q96GW9.2	CGI_10018638	3e-132
Q96GX9	Q96GX9.1	CGI_10026123	9e-116
Q96HJ9	Q96HJ9.2	CGI_10008709	3e-17
Q96HW7	Q96HW7.2	CGI_10005940	3e-73
Q96I15	Q96I15.2	CGI_10027821	7e-84
Q96I24	Q96I24.2	CGI_10021712	3e-95
Q96I34	Q96I34.1	CGI_10017149	4e-90
Q96IG2	Q96IG2.2	CGI_10010243	0.0
Q96IG2	Q96IG2.2	CGI_10023981	4e-19
Q96IG2	Q96IG2.2	CGI_10024078	6e-29
Q96II8	Q96II8.2	CGI_10022982	4e-51
Q96IK5	Q96IK5.1	CGI_10013523	1e-110
Q96IP4	Q96IP4.2	CGI_10004085	8e-138
Q96IR2	Q96IR2.3	CGI_10020012	9e-66
Q96JA1	Q96JA1.2	CGI_10009636	1e-10
Q96JB1	Q96JB1.2	CGI_10027743	0.0
Q96JB1	Q96JB1.2	CGI_10027745	0.0
Q96JB2	Q96JB2.3	CGI_10003890	0.0
Q96JC1	Q96JC1.2	CGI_10013844	0.0
Q96JC9	Q96JC9.1	CGI_10023502	4e-39
Q96JG6	Q96JG6.3	CGI_10023639	0.0
Q96JH7	Q96JH7.2	CGI_10012737	0.0
Q96JI7	Q96JI7.3	CGI_10014416	0.0
Q96JL9	Q96JL9.3	CGI_10012354	5e-34
Q96K75	Q96K75.1	CGI_10018284	2e-29
Q96K76	Q96K76.3	CGI_10004487	3e-52
Q96K80	Q96K80.1	CGI_10018970	3e-71
Q96KC8	Q96KC8.1	CGI_10014612	1e-75
Q96KE9	Q96KE9.3	CGI_10006495	3e-34
Q96KE9	Q96KE9.3	CGI_10014209	2e-73
Q96KG7	Q96KG7.1	CGI_10003283	6e-63
Q96KG7	Q96KG7.1	CGI_10004118	3e-61
Q96KG7	Q96KG7.1	CGI_10004182	4e-06
Q96KG7	Q96KG7.1	CGI_10004214	5e-06
Q96KG7	Q96KG7.1	CGI_10004504	7e-06
Q96KG7	Q96KG7.1	CGI_10004844	8e-23
Q96KG7	Q96KG7.1	CGI_10005137	4e-39
Q96KG7	Q96KG7.1	CGI_10006899	2e-63
Q96KG7	Q96KG7.1	CGI_10007301	1e-28
Q96KG7	Q96KG7.1	CGI_10008881	6e-07
Q96KG7	Q96KG7.1	CGI_10013596	2e-06
Q96KG7	Q96KG7.1	CGI_10013710	1e-18
Q96KG7	Q96KG7.1	CGI_10013898	1e-07
Q96KG7	Q96KG7.1	CGI_10014904	1e-29
Q96KG7	Q96KG7.1	CGI_10016576	4e-11
Q96KG7	Q96KG7.1	CGI_10016598	4e-89
Q96KG7	Q96KG7.1	CGI_10017036	1e-57
Q96KG7	Q96KG7.1	CGI_10017788	2e-40
Q96KG7	Q96KG7.1	CGI_10021200	6e-34
Q96KG7	Q96KG7.1	CGI_10024318	5e-44
Q96KG7	Q96KG7.1	CGI_10024430	6e-07
Q96KG9	Q96KG9.1	CGI_10015257	0.0
Q96KM6	Q96KM6.1	CGI_10028093	9e-12
Q96KN3	Q96KN3.2	CGI_10011944	3e-93
Q96KP1	Q96KP1.1	CGI_10016246	0.0
Q96KP1	Q96KP1.1	CGI_10026980	2e-07
Q96KP4	Q96KP4.2	CGI_10023406	1e-89
Q96KQ7	Q96KQ7.3	CGI_10009754	1e-15
Q96KS9	Q96KS9.1	CGI_10023926	1e-22
Q96L03	Q96L03.1	CGI_10009345	9e-66
Q96L50	Q96L50.2	CGI_10002664	4e-104
Q96L93	Q96L93.2	CGI_10015613	9e-162
Q96L93	Q96L93.2	CGI_10016519	0.0
Q96LI6	Q96LI6.1	CGI_10018488	5e-12
Q96LI9	Q96LI9.2	CGI_10027213	3e-24
Q96LK0	Q96LK0.2	CGI_10006324	1e-19
Q96LK0	Q96LK0.2	CGI_10019881	5e-32
Q96LQ0	Q96LQ0.1	CGI_10019328	1e-31
Q96LR7	Q96LR7.1	CGI_10018387	4e-15
Q96LT4	Q96LT4.2	CGI_10021908	6e-29
Q96LT4	Q96LT4.2	CGI_10027301	1e-128
Q96LT7	Q96LT7.2	CGI_10015476	2e-32
Q96LX7	Q96LX7.2	CGI_10020784	3e-15
Q96M20	Q96M20.2	CGI_10012486	2e-19
Q96M20	Q96M20.2	CGI_10014700	4e-15
Q96M20	Q96M20.2	CGI_10018371	4e-11
Q96M20	Q96M20.2	CGI_10019831	3e-18
Q96M20	Q96M20.2	CGI_10019978	3e-14
Q96M20	Q96M20.2	CGI_10022318	3e-21
Q96M20	Q96M20.2	CGI_10024299	1e-12
Q96M20	Q96M20.2	CGI_10024300	9e-23
Q96M32	Q96M32.3	CGI_10017168	0.0
Q96M34	Q96M34.2	CGI_10026184	6e-09
Q96M53	Q96M53.3	CGI_10000095	6e-06
Q96M53	Q96M53.3	CGI_10026923	3e-23
Q96M60	Q96M60.2	CGI_10021572	1e-42
Q96M60	Q96M60.2	CGI_10027482	3e-24
Q96M69	Q96M69.1	CGI_10021479	3e-165
Q96M86	Q96M86.2	CGI_10002806	3e-64
Q96M89	Q96M89.1	CGI_10016814	7e-87
Q96M96	Q96M96.2	CGI_10026330	3e-29
Q96MB7	Q96MB7.1	CGI_10012601	4e-08
Q96MB7	Q96MB7.1	CGI_10025338	5e-25
Q96MG7	Q96MG7.1	CGI_10028699	1e-46
Q96MM6	Q96MM6.2	CGI_10001266	8e-07
Q96MM6	Q96MM6.2	CGI_10002016	3e-91
Q96MM6	Q96MM6.2	CGI_10002352	1e-10
Q96MM6	Q96MM6.2	CGI_10002794	2e-26
Q96MM6	Q96MM6.2	CGI_10004819	2e-09
Q96MM6	Q96MM6.2	CGI_10004821	3e-09
Q96MM6	Q96MM6.2	CGI_10005917	8e-20
Q96MM6	Q96MM6.2	CGI_10005918	6e-99
Q96MM6	Q96MM6.2	CGI_10007289	6e-32
Q96MM6	Q96MM6.2	CGI_10007290	8e-33
Q96MM6	Q96MM6.2	CGI_10009099	1e-17
Q96MM6	Q96MM6.2	CGI_10009306	2e-35
Q96MM6	Q96MM6.2	CGI_10009699	2e-52
Q96MM6	Q96MM6.2	CGI_10011415	7e-44
Q96MM6	Q96MM6.2	CGI_10011417	8e-83
Q96MM6	Q96MM6.2	CGI_10011544	2e-30
Q96MM6	Q96MM6.2	CGI_10012492	3e-95
Q96MM6	Q96MM6.2	CGI_10012768	1e-19
Q96MM6	Q96MM6.2	CGI_10012978	3e-41
Q96MM6	Q96MM6.2	CGI_10014749	9e-36
Q96MM6	Q96MM6.2	CGI_10015035	2e-32
Q96MM6	Q96MM6.2	CGI_10015706	4e-44
Q96MM6	Q96MM6.2	CGI_10020647	5e-45
Q96MM6	Q96MM6.2	CGI_10022516	6e-33
Q96MM6	Q96MM6.2	CGI_10024293	7e-107
Q96MM6	Q96MM6.2	CGI_10024294	1e-13
Q96MM6	Q96MM6.2	CGI_10027276	1e-88
Q96MN5	Q96MN5.1	CGI_10005390	3e-46
Q96MU7	Q96MU7.3	CGI_10003987	2e-68
Q96MW5	Q96MW5.2	CGI_10009706	0.0
Q96MX6	Q96MX6.1	CGI_10002243	9e-62
Q96MX6	Q96MX6.1	CGI_10024702	0.0
Q96N23	Q96N23.2	CGI_10021469	2e-142
Q96N58	Q96N58.1	CGI_10007254	3e-55
Q96N64	Q96N64.2	CGI_10009453	8e-32
Q96N67	Q96N67.4	CGI_10004417	0.0
Q96NB2	Q96NB2.2	CGI_10018928	4e-29
Q96NC0	Q96NC0.1	CGI_10028334	3e-43
Q96NG3	Q96NG3.2	CGI_10003612	1e-37
Q96NG8	Q96NG8.1	CGI_10009009	2e-54
Q96NL8	Q96NL8.1	CGI_10009805	4e-17
Q96NL8	Q96NL8.1	CGI_10009806	2e-45
Q96NN9	Q96NN9.1	CGI_10006300	0.0
Q96NR8	Q96NR8.3	CGI_10007776	1e-20
Q96NR8	Q96NR8.3	CGI_10014220	4e-29
Q96NR8	Q96NR8.3	CGI_10022993	5e-87
Q96NR8	Q96NR8.3	CGI_10025954	5e-31
Q96NS5	Q96NS5.2	CGI_10015416	4e-14
Q96NT5	Q96NT5.1	CGI_10007258	2e-28
Q96NW4	Q96NW4.2	CGI_10018943	3e-76
Q96NZ1	Q96NZ1.2	CGI_10014633	2e-54
Q96P09	Q96P09.2	CGI_10009264	6e-11
Q96P44	Q96P44.1	CGI_10026000	2e-17
Q96P53	Q96P53.2	CGI_10028911	7e-170
Q96P65	Q96P65.2	CGI_10009553	1e-37
Q96P65	Q96P65.2	CGI_10014191	2e-42
Q96P66	Q96P66.1	CGI_10008170	4e-14
Q96P70	Q96P70.3	CGI_10000333	2e-10
Q96P70	Q96P70.3	CGI_10003445	2e-16
Q96P70	Q96P70.3	CGI_10003446	0.0
Q96P71	Q96P71.2	CGI_10014917	7e-07
Q96PB1	Q96PB1.1	CGI_10015856	0.0
Q96PE2	Q96PE2.1	CGI_10011679	6e-82
Q96PE7	Q96PE7.1	CGI_10001506	2e-65
Q96PH1	Q96PH1.1	CGI_10004930	3e-156
Q96PH1	Q96PH1.1	CGI_10012939	8e-92
Q96PH1	Q96PH1.1	CGI_10025587	2e-22
Q96PH1	Q96PH1.1	CGI_10025588	6e-152
Q96PN6	Q96PN6.3	CGI_10013703	7e-07
Q96PN6	Q96PN6.3	CGI_10013704	3e-68
Q96PN7	Q96PN7.1	CGI_10020500	8e-46
Q96PQ7	Q96PQ7.3	CGI_10013649	0.0
Q96PR1	Q96PR1.1	CGI_10024636	3e-64
Q96PY6	Q96PY6.2	CGI_10011677	3e-10
Q96PY6	Q96PY6.2	CGI_10019511	2e-39
Q96PY6	Q96PY6.2	CGI_10022789	3e-37
Q96PY6	Q96PY6.2	CGI_10023444	7e-77
Q96PZ0	Q96PZ0.2	CGI_10004718	8e-67
Q96PZ0	Q96PZ0.2	CGI_10009576	1e-61
Q96PZ2	Q96PZ2.2	CGI_10008959	8e-06
Q96PZ2	Q96PZ2.2	CGI_10020719	3e-07
Q96Q07	Q96Q07.2	CGI_10017188	0.0
Q96Q11	Q96Q11.2	CGI_10028649	2e-135
Q96QE2	Q96QE2.3	CGI_10006297	7e-25
Q96QE2	Q96QE2.3	CGI_10028556	1e-159
Q96QF7	Q96QF7.1	CGI_10027770	3e-47
Q96QU1	Q96QU1.2	CGI_10015411	4e-21
Q96QU8	Q96QU8.1	CGI_10026590	0.0
Q96QZ7	Q96QZ7.3	CGI_10019783	1e-78
Q96RI1	Q96RI1.2	CGI_10006761	5e-28
Q96RK4	Q96RK4.2	CGI_10018697	0.0
Q96RL7	Q96RL7.2	CGI_10013207	1e-52
Q96RL7	Q96RL7.2	CGI_10013785	4e-71
Q96RN5	Q96RN5.2	CGI_10022018	2e-07
Q96RQ3	Q96RQ3.3	CGI_10023847	0.0
Q96RR4	Q96RR4.2	CGI_10016101	4e-159
Q96RT7	Q96RT7.3	CGI_10027375	1e-96
Q96RT8	Q96RT8.1	CGI_10007109	0.0
Q96RW7	Q96RW7.2	CGI_10000503	3e-53
Q96RW7	Q96RW7.2	CGI_10001303	1e-17
Q96RW7	Q96RW7.2	CGI_10003118	1e-29
Q96RW7	Q96RW7.2	CGI_10005190	1e-09
Q96RW7	Q96RW7.2	CGI_10005627	2e-54
Q96RW7	Q96RW7.2	CGI_10005902	2e-33
Q96RW7	Q96RW7.2	CGI_10006386	1e-67
Q96RW7	Q96RW7.2	CGI_10006812	4e-71
Q96RW7	Q96RW7.2	CGI_10006828	1e-21
Q96RW7	Q96RW7.2	CGI_10006943	6e-47
Q96RW7	Q96RW7.2	CGI_10007191	1e-77
Q96RW7	Q96RW7.2	CGI_10008627	2e-85
