chr	geneID	genes.start	genes.end	MI.start	MI.end	overlap	length	GOSlim	DML.overlaps
scaffold1605	CGI_10023379	606395	617547	604910	610510	4115	5600	DNA metabolism	0
scaffold1605	CGI_10023379	606395	617547	604910	610510	4115	5600	stress response	0
scaffold1154	CGI_10026178	592712	637655	605009	605703	693	694	cell cycle and proliferation	0
scaffold1154	CGI_10026178	592712	637655	605009	605703	693	694	cell organization and biogenesis	0
scaffold1578	CGI_10008160	44226	72498	60506	61250	743	744	transport	0
scaffold1578	CGI_10008160	44226	72498	60506	61250	743	744	other metabolic processes	0
scaffold469	CGI_10024688	597386	616988	605219	605731	511	512	other metabolic processes	0
scaffold469	CGI_10024689	602076	609647	605219	605731	511	512	developmental processes	0
scaffold469	CGI_10024689	602076	609647	605219	605731	511	512	other metabolic processes	0
scaffold469	CGI_10024689	602076	609647	605219	605731	511	512	cell organization and biogenesis	0
scaffold784	CGI_10024435	606160	614564	605544	606938	778	1394	transport	0
scaffold660	CGI_10013748	36878	91372	60575	64175	3599	3600	signal transduction	0
scaffold107	CGI_10025068	606289	653246	605874	606417	128	543	cell cycle and proliferation	0
scaffold206	CGI_10011372	57948	87960	60594	62689	2094	2095	other metabolic processes	0
scaffold206	CGI_10011372	57948	87960	60594	62689	2094	2095	death	0
scaffold70	CGI_10024778	605933	624830	605955	618119	12163	12164	transport	0
scaffold70	CGI_10024778	605933	624830	605955	618119	12163	12164	cell cycle and proliferation	0
scaffold70	CGI_10024778	605933	624830	605955	618119	12163	12164	cell organization and biogenesis	0
scaffold1214	CGI_10015473	38349	65809	60601	61127	525	526	cell adhesion	0
scaffold39754	CGI_10003599	24830	65211	60604	62715	2110	2111	developmental processes	0
scaffold433	CGI_10027082	570412	652416	606215	611113	4897	4898	cell adhesion	0
scaffold42960	CGI_10008240	59882	66818	60622	61662	1039	1040	cell organization and biogenesis	0
scaffold1116	CGI_10009122	58955	62839	60624	62078	1453	1454	cell adhesion	0
scaffold1116	CGI_10009122	58955	62839	60624	62078	1453	1454	cell cycle and proliferation	0
scaffold1116	CGI_10009122	58955	62839	60624	62078	1453	1454	developmental processes	0
scaffold1116	CGI_10009122	58955	62839	60624	62078	1453	1454	RNA metabolism	0
scaffold40874	CGI_10004437	33932	68867	60628	62880	2251	2252	other metabolic processes	0
scaffold1662	CGI_10004953	58993	61075	60632	61629	442	997	other metabolic processes	0
scaffold1662	CGI_10004954	60801	61061	60632	61629	260	997	other metabolic processes	0
scaffold1703	CGI_10023068	593853	609573	606330	607095	764	765	developmental processes	0
scaffold150	CGI_10028616	591454	628379	606499	607542	1042	1043	developmental processes	0
scaffold150	CGI_10028616	591454	628379	606499	607542	1042	1043	RNA metabolism	0
scaffold40094	CGI_10003842	58391	65550	60650	61226	575	576	other metabolic processes	0
scaffold1603	CGI_10012816	44108	68236	60651	62172	1520	1521	transport	0
scaffold1603	CGI_10012816	44108	68236	60651	62172	1520	1521	cell organization and biogenesis	0
scaffold361	CGI_10020872	602915	609148	606538	607201	662	663	death	0
scaffold361	CGI_10020872	602915	609148	606538	607201	662	663	other metabolic processes	0
scaffold152	CGI_10014894	60138	75351	60664	62788	2123	2124	stress response	0
scaffold152	CGI_10014894	60138	75351	60664	62788	2123	2124	DNA metabolism	0
scaffold1848	CGI_10006425	54858	64498	60674	61212	537	538	RNA metabolism	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	developmental processes	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	other metabolic processes	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	signal transduction	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	cell-cell signaling	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	RNA metabolism	0
scaffold1881	CGI_10006131	59592	66178	60681	61246	564	565	transport	0
scaffold42790	CGI_10007718	47227	102130	60692	61255	562	563	cell cycle and proliferation	0
scaffold42790	CGI_10007718	47227	102130	60692	61255	562	563	protein metabolism	0
scaffold42790	CGI_10007718	47227	102130	60692	61255	562	563	signal transduction	0
scaffold42558	CGI_10007218	61187	67890	60694	61896	709	1202	death	0
scaffold42894	CGI_10008016	56338	68041	60709	61328	618	619	death	0
scaffold42894	CGI_10008016	56338	68041	60709	61328	618	619	cell organization and biogenesis	0
scaffold42894	CGI_10008016	56338	68041	60709	61328	618	619	RNA metabolism	0
scaffold42894	CGI_10008016	56338	68041	60709	61328	618	619	cell cycle and proliferation	0
scaffold44008	CGI_10015282	36940	62806	60717	62868	2088	2151	cell organization and biogenesis	0
scaffold107	CGI_10025068	606289	653246	607185	619551	12365	12366	cell cycle and proliferation	0
scaffold1301	CGI_10027734	610202	620973	607263	612009	1807	4746	stress response	0
scaffold1301	CGI_10027733	601687	609674	607263	612009	2410	4746	transport	0
scaffold1301	CGI_10027733	601687	609674	607263	612009	2410	4746	developmental processes	0
scaffold1301	CGI_10027733	601687	609674	607263	612009	2410	4746	cell-cell signaling	0
scaffold1301	CGI_10027733	601687	609674	607263	612009	2410	4746	cell organization and biogenesis	0
scaffold1301	CGI_10027734	610202	620973	607263	612009	1807	4746	cell-cell signaling	0
scaffold1301	CGI_10027734	610202	620973	607263	612009	1807	4746	cell cycle and proliferation	0
scaffold1301	CGI_10027734	610202	620973	607263	612009	1807	4746	other metabolic processes	0
scaffold1301	CGI_10027734	610202	620973	607263	612009	1807	4746	developmental processes	0
scaffold39536	CGI_10003410	40650	69644	60732	61727	994	995	cell organization and biogenesis	0
scaffold39536	CGI_10003410	40650	69644	60732	61727	994	995	RNA metabolism	0
scaffold39536	CGI_10003410	40650	69644	60732	61727	994	995	developmental processes	0
scaffold39536	CGI_10003410	40650	69644	60732	61727	994	995	cell cycle and proliferation	0
scaffold39536	CGI_10003410	40650	69644	60732	61727	994	995	transport	0
scaffold109	CGI_10022124	602483	628646	607340	608585	1244	1245	RNA metabolism	0
scaffold109	CGI_10022124	602483	628646	607340	608585	1244	1245	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	607340	608585	1244	1245	protein metabolism	0
scaffold109	CGI_10022124	602483	628646	607340	608585	1244	1245	cell organization and biogenesis	0
scaffold109	CGI_10022124	602483	628646	607340	608585	1244	1245	transport	0
scaffold408	CGI_10023253	604713	616487	607497	608079	581	582	developmental processes	0
scaffold408	CGI_10023253	604713	616487	607497	608079	581	582	RNA metabolism	0
scaffold248	CGI_10017217	60915	62996	60750	68358	2081	7608	developmental processes	0
scaffold248	CGI_10017217	60915	62996	60750	68358	2081	7608	cell-cell signaling	0
scaffold248	CGI_10017217	60915	62996	60750	68358	2081	7608	cell organization and biogenesis	0
scaffold248	CGI_10017218	63506	77549	60750	68358	4852	7608	transport	0
scaffold248	CGI_10017218	63506	77549	60750	68358	4852	7608	stress response	0
scaffold248	CGI_10017218	63506	77549	60750	68358	4852	7608	cell organization and biogenesis	0
scaffold248	CGI_10017218	63506	77549	60750	68358	4852	7608	developmental processes	0
scaffold1132	CGI_10023325	597236	637139	607752	608509	756	757	cell organization and biogenesis	0
scaffold1132	CGI_10023325	597236	637139	607752	608509	756	757	developmental processes	0
scaffold1132	CGI_10023325	597236	637139	607752	608509	756	757	signal transduction	0
scaffold361	CGI_10020872	602915	609148	607762	608281	518	519	death	0
scaffold361	CGI_10020872	602915	609148	607762	608281	518	519	other metabolic processes	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	cell organization and biogenesis	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	signal transduction	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	cell adhesion	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	RNA metabolism	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	developmental processes	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	cell cycle and proliferation	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	protein metabolism	0
scaffold39488	CGI_10003385	59693	70914	60780	61624	843	844	stress response	0
scaffold1219	CGI_10024286	568258	618995	607984	609303	1318	1319	protein metabolism	0
scaffold1896	CGI_10019634	47123	84507	60800	61770	969	970	cell adhesion	0
scaffold1896	CGI_10019634	47123	84507	60800	61770	969	970	cell organization and biogenesis	0
scaffold1896	CGI_10019634	47123	84507	60800	61770	969	970	other metabolic processes	0
scaffold1896	CGI_10019634	47123	84507	60800	61770	969	970	signal transduction	0
scaffold1896	CGI_10019634	47123	84507	60800	61770	969	970	transport	0
scaffold1703	CGI_10023068	593853	609573	608152	613089	1420	4937	developmental processes	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	signal transduction	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	RNA metabolism	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	cell organization and biogenesis	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	other metabolic processes	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	stress response	0
scaffold43616	CGI_10011413	59001	61561	60822	61474	651	652	death	0
scaffold121	CGI_10025661	602640	619411	608292	608807	514	515	protein metabolism	0
scaffold121	CGI_10025661	602640	619411	608292	608807	514	515	cell organization and biogenesis	0
scaffold121	CGI_10025663	607929	610343	608292	608807	514	515	RNA metabolism	0
scaffold42604	CGI_10007313	43936	67814	60838	61481	642	643	transport	0
scaffold42604	CGI_10007313	43936	67814	60838	61481	642	643	cell-cell signaling	0
scaffold1564	CGI_10005196	56337	64566	60841	61354	512	513	RNA metabolism	0
scaffold361	CGI_10020872	602915	609148	608510	609288	637	778	death	0
scaffold361	CGI_10020872	602915	609148	608510	609288	637	778	other metabolic processes	0
scaffold42918	CGI_10008117	55344	100016	60859	62020	1160	1161	signal transduction	0
scaffold42918	CGI_10008117	55344	100016	60859	62020	1160	1161	other metabolic processes	0
scaffold42164	CGI_10006319	60766	62849	60919	67804	1929	6885	protein metabolism	0
scaffold42164	CGI_10006320	67320	70170	60919	67804	484	6885	cell organization and biogenesis	0
scaffold42164	CGI_10006320	67320	70170	60919	67804	484	6885	other metabolic processes	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	protein metabolism	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	other metabolic processes	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	RNA metabolism	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	cell organization and biogenesis	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	developmental processes	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	stress response	0
scaffold42466	CGI_10006937	52041	73097	60928	61811	882	883	signal transduction	0
scaffold40548	CGI_10004178	60686	67518	60955	61827	871	872	cell organization and biogenesis	0
scaffold587	CGI_10006889	23771	63058	60958	63028	2069	2070	cell adhesion	0
scaffold1883	CGI_10011542	52792	61509	60985	87098	523	26113	signal transduction	0
scaffold1883	CGI_10011542	52792	61509	60985	87098	523	26113	cell organization and biogenesis	0
scaffold1883	CGI_10011542	52792	61509	60985	87098	523	26113	developmental processes	0
scaffold1883	CGI_10011542	52792	61509	60985	87098	523	26113	cell adhesion	0
scaffold1883	CGI_10011543	61977	85434	60985	87098	23457	26113	cell organization and biogenesis	0
scaffold1883	CGI_10011543	61977	85434	60985	87098	23457	26113	developmental processes	0
scaffold1883	CGI_10011543	61977	85434	60985	87098	23457	26113	cell adhesion	0
scaffold1883	CGI_10011543	61977	85434	60985	87098	23457	26113	signal transduction	0
scaffold224	CGI_10003616	41298	72438	60987	61810	822	823	transport	0
scaffold224	CGI_10003616	41298	72438	60987	61810	822	823	RNA metabolism	0
scaffold1467	CGI_10005087	55462	87462	60999	62383	1383	1384	signal transduction	0
scaffold1467	CGI_10005087	55462	87462	60999	62383	1383	1384	cell-cell signaling	0
scaffold1467	CGI_10005087	55462	87462	60999	62383	1383	1384	other metabolic processes	0
scaffold37386	CGI_10002339	1589	17710	6100	6972	871	872	cell organization and biogenesis	0
scaffold37386	CGI_10002339	1589	17710	6100	6972	871	872	other metabolic processes	0
scaffold37386	CGI_10002339	1589	17710	6100	6972	871	872	developmental processes	0
scaffold37386	CGI_10002339	1589	17710	6100	6972	871	872	RNA metabolism	0
scaffold42904	CGI_10008099	48148	65540	61009	61556	546	547	cell-cell signaling	0
scaffold42904	CGI_10008099	48148	65540	61009	61556	546	547	transport	0
scaffold42904	CGI_10008099	48148	65540	61009	61556	546	547	other metabolic processes	0
scaffold42904	CGI_10008099	48148	65540	61009	61556	546	547	developmental processes	0
scaffold42904	CGI_10008099	48148	65540	61009	61556	546	547	cell organization and biogenesis	0
scaffold1185	CGI_10006256	58317	63954	61010	63471	2460	2461	developmental processes	0
scaffold1185	CGI_10006256	58317	63954	61010	63471	2460	2461	RNA metabolism	0
scaffold38856	CGI_10003017	2003	8696	6105	6913	807	808	RNA metabolism	0
scaffold42794	CGI_10007695	47540	61932	61065	61575	509	510	other metabolic processes	0
scaffold315	CGI_10020442	602701	614451	610695	611430	734	735	RNA metabolism	1
scaffold1245	CGI_10009222	55469	62415	61077	61717	639	640	stress response	0
scaffold1245	CGI_10009222	55469	62415	61077	61717	639	640	other metabolic processes	0
scaffold496	CGI_10022466	598331	615214	610781	612678	1896	1897	cell adhesion	0
scaffold784	CGI_10024435	606160	614564	611249	612604	1354	1355	transport	0
scaffold100	CGI_10026445	611960	632376	611356	613219	1259	1863	protein metabolism	0
scaffold100	CGI_10026445	611960	632376	611356	613219	1259	1863	cell cycle and proliferation	0
scaffold100	CGI_10026445	611960	632376	611356	613219	1259	1863	cell organization and biogenesis	0
scaffold100	CGI_10026445	611960	632376	611356	613219	1259	1863	signal transduction	0
scaffold1132	CGI_10023325	597236	637139	611394	612047	652	653	cell organization and biogenesis	0
scaffold1132	CGI_10023325	597236	637139	611394	612047	652	653	developmental processes	0
scaffold1132	CGI_10023325	597236	637139	611394	612047	652	653	signal transduction	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	cell organization and biogenesis	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	developmental processes	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	signal transduction	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	transport	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	death	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	other metabolic processes	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	cell cycle and proliferation	0
scaffold756	CGI_10016453	56633	79086	61172	63217	2044	2045	stress response	0
scaffold388	CGI_10020483	598368	618240	611769	612309	539	540	cell organization and biogenesis	0
scaffold388	CGI_10020483	598368	618240	611769	612309	539	540	signal transduction	0
scaffold1470	CGI_10003541	2893	9683	6119	6634	514	515	cell organization and biogenesis	0
scaffold1470	CGI_10003541	2893	9683	6119	6634	514	515	cell cycle and proliferation	0
scaffold1470	CGI_10003541	2893	9683	6119	6634	514	515	transport	0
scaffold39472	CGI_10003397	36257	64378	61193	63267	2073	2074	protein metabolism	0
scaffold39472	CGI_10003397	36257	64378	61193	63267	2073	2074	cell cycle and proliferation	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	protein metabolism	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	cell cycle and proliferation	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	cell organization and biogenesis	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	stress response	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	cell adhesion	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	RNA metabolism	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	developmental processes	0
scaffold77	CGI_10027965	56264	88313	61204	61733	528	529	signal transduction	0
scaffold43686	CGI_10011755	50576	68311	61207	61909	701	702	cell organization and biogenesis	0
scaffold39716	CGI_10003562	40638	66400	61233	61840	606	607	transport	0
scaffold40224	CGI_10003933	42827	63461	61236	61806	569	570	transport	0
scaffold40224	CGI_10003933	42827	63461	61236	61806	569	570	signal transduction	0
scaffold40224	CGI_10003933	42827	63461	61236	61806	569	570	other metabolic processes	0
scaffold150	CGI_10028616	591454	628379	612370	613591	1220	1221	developmental processes	0
scaffold150	CGI_10028616	591454	628379	612370	613591	1220	1221	RNA metabolism	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	cell organization and biogenesis	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	transport	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	cell cycle and proliferation	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	DNA metabolism	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	other metabolic processes	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	signal transduction	0
scaffold376	CGI_10019491	13878	62236	61248	62480	987	1232	death	0
scaffold963	CGI_10015615	61192	70868	61265	61809	543	544	cell cycle and proliferation	0
scaffold963	CGI_10015615	61192	70868	61265	61809	543	544	signal transduction	0
scaffold963	CGI_10015615	61192	70868	61265	61809	543	544	protein metabolism	0
scaffold963	CGI_10015615	61192	70868	61265	61809	543	544	stress response	0
scaffold109	CGI_10022124	602483	628646	612679	613312	632	633	protein metabolism	0
scaffold109	CGI_10022124	602483	628646	612679	613312	632	633	cell organization and biogenesis	0
scaffold109	CGI_10022124	602483	628646	612679	613312	632	633	RNA metabolism	0
scaffold109	CGI_10022124	602483	628646	612679	613312	632	633	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	612679	613312	632	633	transport	0
scaffold1546	CGI_10010750	44743	65069	61273	66015	3795	4742	protein metabolism	0
scaffold1546	CGI_10010750	44743	65069	61273	66015	3795	4742	RNA metabolism	0
scaffold1546	CGI_10010750	44743	65069	61273	66015	3795	4742	transport	0
scaffold1546	CGI_10010750	44743	65069	61273	66015	3795	4742	other metabolic processes	0
scaffold99	CGI_10021214	591642	622309	612767	613477	709	710	stress response	0
scaffold99	CGI_10021214	591642	622309	612767	613477	709	710	protein metabolism	0
scaffold288	CGI_10020686	612380	614600	613079	614529	1449	1450	cell cycle and proliferation	0
scaffold1132	CGI_10023325	597236	637139	613094	615789	2694	2695	cell organization and biogenesis	0
scaffold1132	CGI_10023325	597236	637139	613094	615789	2694	2695	developmental processes	0
scaffold1132	CGI_10023325	597236	637139	613094	615789	2694	2695	signal transduction	0
scaffold315	CGI_10020442	602701	614451	613318	613872	553	554	RNA metabolism	0
scaffold271	CGI_10024490	612337	614014	613347	614486	666	1139	stress response	0
scaffold271	CGI_10024490	612337	614014	613347	614486	666	1139	protein metabolism	0
scaffold469	CGI_10024688	597386	616988	613480	614218	737	738	other metabolic processes	0
scaffold433	CGI_10027082	570412	652416	613565	614511	945	946	cell adhesion	0
scaffold1154	CGI_10026178	592712	637655	613654	614271	616	617	cell cycle and proliferation	0
scaffold1154	CGI_10026178	592712	637655	613654	614271	616	617	cell organization and biogenesis	0
scaffold784	CGI_10024435	606160	614564	613761	614524	762	763	transport	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	developmental processes	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	other metabolic processes	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	signal transduction	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	cell-cell signaling	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	RNA metabolism	0
scaffold1881	CGI_10006131	59592	66178	61384	62008	623	624	transport	0
scaffold413	CGI_10022820	613461	617471	613977	616834	2856	2857	cell organization and biogenesis	0
scaffold388	CGI_10020483	598368	618240	614092	614599	506	507	cell organization and biogenesis	0
scaffold388	CGI_10020483	598368	618240	614092	614599	506	507	signal transduction	0
scaffold546	CGI_10020992	57791	65553	61413	62190	776	777	death	0
scaffold150	CGI_10028616	591454	628379	614223	624823	10599	10600	RNA metabolism	0
scaffold150	CGI_10028616	591454	628379	614223	624823	10599	10600	developmental processes	0
scaffold1897	CGI_10020942	614241	623043	614287	615002	714	715	cell organization and biogenesis	0
scaffold1897	CGI_10020942	614241	623043	614287	615002	714	715	RNA metabolism	0
scaffold43742	CGI_10012107	60574	131442	61442	62859	1416	1417	transport	0
scaffold99	CGI_10021214	591642	622309	614437	615725	1287	1288	stress response	0
scaffold99	CGI_10021214	591642	622309	614437	615725	1287	1288	protein metabolism	0
scaffold42090	CGI_10006106	47896	63670	61451	61951	499	500	signal transduction	0
scaffold40290	CGI_10004023	61770	65897	61458	62128	358	670	other metabolic processes	0
scaffold334	CGI_10025953	614687	617594	614580	624783	2907	10203	developmental processes	0
scaffold334	CGI_10025954	619645	624670	614580	624783	5025	10203	other metabolic processes	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	protein metabolism	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	RNA metabolism	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	DNA metabolism	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	stress response	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	cell cycle and proliferation	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	cell organization and biogenesis	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	signal transduction	0
scaffold445	CGI_10019421	1727	13095	6146	7086	939	940	developmental processes	0
scaffold1154	CGI_10026178	592712	637655	614676	616786	2109	2110	cell cycle and proliferation	0
scaffold1154	CGI_10026178	592712	637655	614676	616786	2109	2110	cell organization and biogenesis	0
scaffold266	CGI_10013347	62458	65913	61475	66480	3455	5005	cell-cell signaling	0
scaffold266	CGI_10013347	62458	65913	61475	66480	3455	5005	transport	0
scaffold266	CGI_10013347	62458	65913	61475	66480	3455	5005	other metabolic processes	0
scaffold388	CGI_10020483	598368	618240	614875	615453	577	578	cell organization and biogenesis	0
scaffold388	CGI_10020483	598368	618240	614875	615453	577	578	signal transduction	0
scaffold514	CGI_10018345	35853	70535	61494	62545	1050	1051	cell organization and biogenesis	0
scaffold514	CGI_10018345	35853	70535	61494	62545	1050	1051	transport	0
scaffold43574	CGI_10010871	60310	65891	61495	62655	1159	1160	RNA metabolism	0
scaffold1083	CGI_10016523	61710	80722	61497	63097	1387	1600	signal transduction	0
scaffold1083	CGI_10016523	61710	80722	61497	63097	1387	1600	protein metabolism	0
scaffold1083	CGI_10016523	61710	80722	61497	63097	1387	1600	transport	0
scaffold1083	CGI_10016523	61710	80722	61497	63097	1387	1600	other metabolic processes	0
scaffold109	CGI_10022124	602483	628646	615190	616379	1188	1189	protein metabolism	0
scaffold109	CGI_10022124	602483	628646	615190	616379	1188	1189	cell organization and biogenesis	0
scaffold109	CGI_10022124	602483	628646	615190	616379	1188	1189	RNA metabolism	0
scaffold109	CGI_10022124	602483	628646	615190	616379	1188	1189	cell cycle and proliferation	0
scaffold109	CGI_10022124	602483	628646	615190	616379	1188	1189	transport	0
scaffold1848	CGI_10006425	54858	64498	61521	62139	617	618	RNA metabolism	0
scaffold39758	CGI_10003539	53849	66681	61557	62584	1026	1027	other metabolic processes	0
scaffold42570	CGI_10007234	38487	65913	61566	62230	663	664	cell organization and biogenesis	0
scaffold42570	CGI_10007234	38487	65913	61566	62230	663	664	developmental processes	0
scaffold42570	CGI_10007234	38487	65913	61566	62230	663	664	RNA metabolism	0
scaffold1800	CGI_10016397	806	94076	61573	63095	1521	1522	RNA metabolism	0
scaffold1800	CGI_10016397	806	94076	61573	63095	1521	1522	cell organization and biogenesis	0
scaffold1800	CGI_10016397	806	94076	61573	63095	1521	1522	protein metabolism	0
scaffold1800	CGI_10016397	806	94076	61573	63095	1521	1522	other metabolic processes	0
scaffold1800	CGI_10016397	806	94076	61573	63095	1521	1522	cell cycle and proliferation	0
scaffold41136	CGI_10004725	5469	74857	61584	63539	1954	1955	RNA metabolism	0
scaffold41136	CGI_10004725	5469	74857	61584	63539	1954	1955	stress response	0
scaffold41136	CGI_10004725	5469	74857	61584	63539	1954	1955	death	0
scaffold41136	CGI_10004725	5469	74857	61584	63539	1954	1955	DNA metabolism	0
scaffold41136	CGI_10004725	5469	74857	61584	63539	1954	1955	protein metabolism	0
scaffold40950	CGI_10004590	45067	69137	61587	62227	639	640	other metabolic processes	0
scaffold40950	CGI_10004590	45067	69137	61587	62227	639	640	cell-cell signaling	0
scaffold40950	CGI_10004590	45067	69137	61587	62227	639	640	transport	0
scaffold40950	CGI_10004590	45067	69137	61587	62227	639	640	developmental processes	0
scaffold40950	CGI_10004590	45067	69137	61587	62227	639	640	protein metabolism	0
scaffold580	CGI_10020485	48460	84975	61591	62286	694	695	cell organization and biogenesis	0
scaffold580	CGI_10020485	48460	84975	61591	62286	694	695	developmental processes	0
scaffold580	CGI_10020485	48460	84975	61591	62286	694	695	death	0
scaffold580	CGI_10020485	48460	84975	61591	62286	694	695	cell cycle and proliferation	0
scaffold1423	CGI_10025433	600709	641767	615924	616577	652	653	cell cycle and proliferation	0
scaffold1423	CGI_10025433	600709	641767	615924	616577	652	653	cell organization and biogenesis	0
scaffold1423	CGI_10025433	600709	641767	615924	616577	652	653	RNA metabolism	0
scaffold1423	CGI_10025433	600709	641767	615924	616577	652	653	developmental processes	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	signal transduction	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	protein metabolism	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	transport	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	cell organization and biogenesis	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	RNA metabolism	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	other metabolic processes	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	stress response	0
scaffold557	CGI_10017966	47116	83012	61601	62245	643	644	developmental processes	0
scaffold1127	CGI_10010649	48961	110448	61608	62919	1310	1311	cell adhesion	0
scaffold1703	CGI_10023069	615001	618656	616226	617290	1063	1064	cell organization and biogenesis	0
scaffold1703	CGI_10023069	615001	618656	616226	617290	1063	1064	RNA metabolism	0
scaffold1703	CGI_10023069	615001	618656	616226	617290	1063	1064	cell cycle and proliferation	0
scaffold1560	CGI_10009793	29213	72051	61628	62282	653	654	cell organization and biogenesis	0
scaffold1560	CGI_10009793	29213	72051	61628	62282	653	654	other metabolic processes	0
scaffold1560	CGI_10009793	29213	72051	61628	62282	653	654	transport	0
scaffold1249	CGI_10019045	53502	71764	61629	63122	1492	1493	developmental processes	0
scaffold1249	CGI_10019046	57574	76602	61629	63122	1492	1493	cell adhesion	0
scaffold1249	CGI_10019046	57574	76602	61629	63122	1492	1493	developmental processes	0
scaffold41480	CGI_10005126	9841	73363	61632	62959	1326	1327	transport	0
scaffold43676	CGI_10011729	61551	77121	61635	65357	3721	3722	cell cycle and proliferation	0
scaffold43676	CGI_10011729	61551	77121	61635	65357	3721	3722	cell adhesion	0
scaffold43676	CGI_10011729	61551	77121	61635	65357	3721	3722	developmental processes	0
scaffold41948	CGI_10005847	48331	65823	61643	63913	2269	2270	cell cycle and proliferation	0
scaffold41948	CGI_10005847	48331	65823	61643	63913	2269	2270	cell-cell signaling	0
scaffold41948	CGI_10005847	48331	65823	61643	63913	2269	2270	developmental processes	0
scaffold1897	CGI_10020942	614241	623043	616553	618058	1504	1505	cell organization and biogenesis	0
scaffold1897	CGI_10020942	614241	623043	616553	618058	1504	1505	RNA metabolism	0
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	cell organization and biogenesis	0
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	RNA metabolism	0
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	other metabolic processes	0
scaffold432	CGI_10023111	610913	633037	616565	618086	1520	1521	protein metabolism	0
