A0JP70	XM_022463201.1	WD repeat-containing protein 90-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022469024.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469020.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469621.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022469017.1	hemicentin-1-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q8WZ42	XM_022466455.1	titin-like
Q90XC2	XM_022439644.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439642.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439645.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439643.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439642.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439645.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439643.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439644.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439642.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439645.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439643.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439643.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439642.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439644.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439645.1	serine/threonine-protein kinase Nek9-like
Q90XC2	XM_022439644.1	serine/threonine-protein kinase Nek9-like
Q91V92	XM_022437468.1	ATP-citrate synthase-like
Q91V92	XM_022437468.1	ATP-citrate synthase-like
Q91W90	XM_022437850.1	thioredoxin domain-containing protein 5-like
Q91XE9	XM_022475110.1	cyclic AMP-responsive element-binding protein 3-like protein 3-B
Q91XE9	XM_022475109.1	cyclic AMP-responsive element-binding protein 3-like protein 3-B
Q91XQ0	XM_022465747.1	dynein heavy chain 8
Q91XQ0	XM_022465747.1	dynein heavy chain 8
Q91XQ0	XM_022465747.1	dynein heavy chain 8
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91XQ0	XM_022434420.1	dynein gamma chain
Q91YD4	XM_022486449.1	transient receptor potential cation channel subfamily M member 1-like
Q91YD4	XM_022486458.1	transient receptor potential cation channel subfamily M member 1-like
Q91YD4	XM_022486465.1	transient receptor potential cation channel subfamily M member 1-like
Q920G0	XM_022486017.1	src kinase-associated phosphoprotein 2-B-like
Q920G0	XM_022486017.1	src kinase-associated phosphoprotein 2-B-like
Q923W9	XM_022449728.1	disintegrin and metalloproteinase domain-containing protein unc-71-like
Q923W9	XM_022449729.1	disintegrin and metalloproteinase domain-containing protein unc-71-like
Q923W9	XM_022449730.1	disintegrin and metalloproteinase domain-containing protein unc-71-like
Q923W9	XM_022449731.1	disintegrin and metalloproteinase domain-containing protein unc-71-like
Q924M5	XM_022450000.1	protein boule-like
Q92508	XM_022489339.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489341.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489343.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489344.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489345.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489346.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489348.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489349.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489350.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489351.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489352.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489354.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489347.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489340.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489347.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489340.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489351.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489352.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489341.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489344.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489345.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489348.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489350.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489354.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489339.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489346.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489343.1	piezo-type mechanosensitive ion channel component 1-like
Q92508	XM_022489349.1	piezo-type mechanosensitive ion channel component 1-like
Q92614	XM_022486717.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486718.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486719.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486720.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486723.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486724.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486721.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486722.1	unconventional myosin-XVIIIa-like
Q92614	XM_022486725.1	unconventional myosin-XVIIIa-like
Q92621	XM_022434596.1	nuclear pore complex protein Nup205-like
Q92932	XM_022451144.1	receptor-type tyrosine-protein phosphatase N2-like
Q92932	XM_022451144.1	receptor-type tyrosine-protein phosphatase N2-like
Q93075	XM_022440694.1	uncharacterized LOC111106144
Q93075	XM_022440695.1	uncharacterized LOC111106144
Q93075	XM_022440694.1	uncharacterized LOC111106144
Q93075	XM_022440695.1	uncharacterized LOC111106144
Q94B65	XM_022462405.1	UDP-galactose/UDP-glucose transporter 7-like
Q969N2	XM_022430483.1	GPI transamidase component PIG-T-like
Q969Q4	XM_022478395.1	ADP-ribosylation factor-like protein 11
Q96AY4	XM_022476067.1	uncharacterized LOC111129611
Q96AY4	XM_022476067.1	uncharacterized LOC111129611
Q96AY4	XM_022476067.1	uncharacterized LOC111129611
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437141.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96D71	XM_022437140.1	ralBP1-associated Eps domain-containing protein 1-like
Q96DR7	XM_022489509.1	protein piccolo-like
Q96DR7	XM_022489502.1	protein piccolo-like
Q96DR7	XM_022489499.1	protein piccolo-like
Q96DR7	XM_022489498.1	protein piccolo-like
Q96DR7	XM_022489497.1	protein piccolo-like
Q96DR7	XM_022489500.1	protein piccolo-like
Q96DR7	XM_022489501.1	protein piccolo-like
Q96DR7	XM_022489495.1	protein piccolo-like
Q96DR7	XM_022489496.1	protein piccolo-like
Q96DR7	XM_022489494.1	protein piccolo-like
Q96DR7	XM_022489492.1	protein piccolo-like
Q96DR7	XM_022489493.1	protein piccolo-like
Q96DR7	XM_022489503.1	protein piccolo-like
Q96DR7	XM_022489505.1	protein piccolo-like
Q96DR7	XM_022489507.1	protein piccolo-like
Q96DR7	XM_022489506.1	protein piccolo-like
Q96DR7	XM_022489508.1	protein piccolo-like
Q96FN5	XM_022481411.1	kinesin-like protein KIF12
Q96FN5	XM_022481411.1	kinesin-like protein KIF12
Q96FN5	XM_022481411.1	kinesin-like protein KIF12
Q96FN5	XM_022481408.1	kinesin-like protein KIF12
Q96FN5	XM_022481409.1	kinesin-like protein KIF12
Q96FN5	XM_022481408.1	kinesin-like protein KIF12
Q96FN5	XM_022481409.1	kinesin-like protein KIF12
Q96FN5	XM_022481408.1	kinesin-like protein KIF12
Q96FN5	XM_022481409.1	kinesin-like protein KIF12
Q96FN5	XM_022481407.1	kinesin-like protein KIF12
Q96FN5	XM_022481403.1	kinesin-like protein KIF12
Q96FN5	XM_022481404.1	kinesin-like protein KIF12
Q96FN5	XM_022481405.1	kinesin-like protein KIF12
Q96FN5	XM_022481406.1	kinesin-like protein KIF12
Q96FN5	XM_022481407.1	kinesin-like protein KIF12
Q96FN5	XM_022481403.1	kinesin-like protein KIF12
Q96FN5	XM_022481404.1	kinesin-like protein KIF12
Q96FN5	XM_022481405.1	kinesin-like protein KIF12
Q96FN5	XM_022481406.1	kinesin-like protein KIF12
Q96FN5	XM_022481407.1	kinesin-like protein KIF12
Q96FN5	XM_022481403.1	kinesin-like protein KIF12
Q96FN5	XM_022481404.1	kinesin-like protein KIF12
Q96FN5	XM_022481405.1	kinesin-like protein KIF12
Q96FN5	XM_022481406.1	kinesin-like protein KIF12
Q96FV9	XM_022463113.1	THO complex subunit 1-like
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432234.1	uncharacterized LOC111100403
Q96I24	XM_022432231.1	uncharacterized LOC111100403
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432228.1	uncharacterized LOC111100403
Q96I24	XM_022432232.1	uncharacterized LOC111100403
Q96I24	XM_022432252.1	uncharacterized LOC111100406
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432235.1	uncharacterized LOC111100403
Q96I24	XM_022432233.1	uncharacterized LOC111100403
Q96I24	XM_022432234.1	uncharacterized LOC111100403
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432231.1	uncharacterized LOC111100403
Q96I24	XM_022432228.1	uncharacterized LOC111100403
Q96I24	XM_022432231.1	uncharacterized LOC111100403
Q96I24	XM_022432232.1	uncharacterized LOC111100403
Q96I24	XM_022432235.1	uncharacterized LOC111100403
Q96I24	XM_022432236.1	uncharacterized LOC111100403
Q96I24	XM_022432232.1	uncharacterized LOC111100403
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442898.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442897.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442896.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442894.1	cilia- and flagella-associated protein 54-like
Q96N23	XM_022442895.1	cilia- and flagella-associated protein 54-like
Q96QE2	XM_022440095.1	proton myo-inositol cotransporter-like
Q96QE2	XM_022440095.1	proton myo-inositol cotransporter-like
Q96SB8	XM_022458635.1	structural maintenance of chromosomes protein 6-like
Q96SB8	XM_022458636.1	structural maintenance of chromosomes protein 6-like
Q99618	XM_022482737.1	cell division cycle-associated protein 3-like
Q99KF0	XM_022459923.1	caspase recruitment domain-containing protein 11-like
Q99M15	XM_022485697.1	proline-serine-threonine phosphatase-interacting protein 2-like
Q99MD8	XM_022487325.1	uncharacterized LOC111136461
Q99MD8	XM_022487323.1	uncharacterized LOC111136461
Q99MD8	XM_022487324.1	uncharacterized LOC111136461
Q99MU0	XM_022453415.1	uncharacterized LOC111114886
Q99MU0	XM_022453414.1	uncharacterized LOC111114886
Q99NB1	XM_022477656.1	acetyl-coenzyme A synthetase 2-like
Q9BQI6	XM_022462953.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462952.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462953.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462952.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462952.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462952.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462953.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BQI6	XM_022462953.1	SMC5-SMC6 complex localization factor protein 1-like
Q9BTW9	XM_022460141.1	tubulin-specific chaperone D-like
Q9BTW9	XM_022460141.1	tubulin-specific chaperone D-like
Q9BTW9	XM_022460141.1	tubulin-specific chaperone D-like
Q9BVN2	XM_022451386.1	uncharacterized LOC111113269
Q9BVN2	XM_022451387.1	uncharacterized LOC111113269
Q9BVN2	XM_022451384.1	uncharacterized LOC111113269
Q9BVN2	XM_022451387.1	uncharacterized LOC111113269
Q9BVN2	XM_022451386.1	uncharacterized LOC111113269
Q9BVN2	XM_022451384.1	uncharacterized LOC111113269
Q9BXW9	XM_022442038.1	Fanconi anemia group D2 protein-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BY12	XM_022474953.1	S phase cyclin A-associated protein in the endoplasmic reticulum-like
Q9BYB0	XM_022435267.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435273.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435269.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435275.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435266.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435276.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435278.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435274.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435268.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435271.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435272.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435267.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435273.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435269.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435275.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435266.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435276.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435278.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435274.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435268.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435271.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435272.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435278.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435267.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435273.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435269.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435275.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435266.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435276.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435274.1	SH3 and multiple ankyrin repeat domains protein 1-like
Q9BYB0	XM_022435268.1	SH3 and multiple ankyrin repeat domains protein 1-like
